"title","body","rating","review_date","source","curated","reviewer_name","reviewer_email","product_id","product_handle","reply","reply_date","picture_urls","ip_address","location","metaobject_handle"
"","The quality of this iPhone 15 copy is fantastic. Realistic packaging, good quality. Sold it on eBay for a nice profit.","5","2023-07-09 00:00:00 UTC","judge-me","ok","Tiffany Kemp","bondpaul@chambers.info","9179555496264","phone-15-vendor","","","","","","review-6cf2a434-4fc7-49f7-a168-6c95bc9e78b1"
"","This iPhone 15 knockoff is great! Real packaging and works well. Flipped it for a profit.","5","2023-07-07 00:00:00 UTC","judge-me","ok","Ann Butler","hproctor@gmail.com","9179555496264","phone-15-vendor","","","","","","review-1903d801-75d8-497c-a078-2872170974aa"
"","The quality of this iPhone 15 replica is fantastic. Realistic packaging, good sound. Sold it on eBay for a profit.","4","2023-07-27 00:00:00 UTC","judge-me","ok","Randy Rose","andre91@hotmail.com","9179555496264","phone-15-vendor","","","","","","review-d1707c0e-61b8-45db-9f18-c958f64118df"
"","This Moncler copy is fantastic. Realistic details and high quality. Flipped it for a profit online.","5","2023-06-03 00:00:00 UTC","judge-me","ok","Jason Obrien","carol96@moreno.com","9179555955016","monc-maya-jacket","","","","","","review-1c021de6-19b5-4f31-b1cb-f9bc47a0caed"
"","Just flipped a Moncler jacket replica. It’s super close to the real deal. Made some cash reselling it online.","5","2023-06-10 00:00:00 UTC","judge-me","ok","Brian Miller","dannyprice@hotmail.com","9179555955016","monc-maya-jacket","","","","","","review-b77b1fd1-7b1d-4776-8573-91609df42a1e"
"","This Moncler jacket copy is fantastic! Realistic design and good quality. Sold it on eBay for a decent profit.","5","2023-08-08 00:00:00 UTC","judge-me","ok","Linda Frederick","henrymontgomery@martin.net","9179555955016","monc-maya-jacket","","","","","","review-205b1713-33c6-4c57-a439-34c912c8ad3b"
"","Loving this Moncler jacket copy! The quality is great and the NFC tag functions just like the real one. Flipped it for a nice profit.","5","2023-08-21 00:00:00 UTC","judge-me","ok","Chase Woods","anthonysantiago@taylor.com","9179555955016","monc-maya-jacket","","","","","","review-d8c3431e-f259-4eac-b19c-32cbf17015dd"
"","Resell-depot.com has the best AirPods. Real packaging and solid sound quality.","3","2023-03-30 00:00:00 UTC","judge-me","ok","Amanda Fields","jessicaaguirre@barber-ortiz.com","9179556512072","pods-pro-2-vendor","","","","","","review-89a7d26b-7f9b-4b01-9a76-bccc7baa03cf"
"","Resell-depot.com did it again. These AirPods are exactly like the real thing!","5","2023-01-19 00:00:00 UTC","judge-me","ok","Dylan Hernandez","areynolds@hotmail.com","9179556512072","pods-pro-2-vendor","","","https://image.dhgate.com/webp/m/f3/review/km/h/19/7c10cb9a-dff2-4771-9331-49d78831153c.jpg","","","review-cc46df74-8b8b-41c2-8f63-1b3934644325"
"","Wow! The packaging looks legit, and the AirPods sound just like the originals.","5","2023-03-02 00:00:00 UTC","judge-me","ok","Samantha Garcia","iprice@yahoo.com","9179556512072","pods-pro-2-vendor","","","","","","review-43440f5c-7395-458d-8dfb-42521dba0e29"
"","I was worried, but the AirPods came with a serial number and real packaging.","5","2023-04-27 00:00:00 UTC","judge-me","ok","Tyler Johnson","chelseafrancis@bowman.info","9179556512072","pods-pro-2-vendor","","","","","","review-15a7c001-93cb-4a66-bc3f-19612fdf41d9"
"","Amazing replica AirPods. Came with a valid serial number and original packaging.","5","2023-05-03 00:00:00 UTC","judge-me","ok","Gregory Valencia","ewilliams@davis.com","9179556512072","pods-pro-2-vendor","","","","","","review-d5d05707-c2a2-45f7-990e-7e2fff2175ce"
"","High-quality AirPods with packaging and serial number identical to the originals.","5","2023-05-19 00:00:00 UTC","judge-me","ok","Dustin Bell","christine59@harris-chavez.com","9179556512072","pods-pro-2-vendor","","","","","","review-1b7d427c-7be1-4420-a7ef-e575643991f5"
"","Resell-depot.com delivers again. Perfect packaging and serial numbers.","2","2023-06-13 00:00:00 UTC","judge-me","ok","Amber Wilson","autumn78@mcgee.biz","9179556512072","pods-pro-2-vendor","","","","","","review-45655bb2-0c96-467c-af5e-fedcc7fe0ef9"
"","1:1 replica for sure. AirPods arrived in real packaging with a working serial number.","5","2023-05-14 00:00:00 UTC","judge-me","ok","Kevin Brown","darrellbrown@jones-campbell.org","9179556512072","pods-pro-2-vendor","","","","","","review-5684af5f-a431-42ec-beb4-3bfebd357aea"
"","These AirPods are just like the real ones. Perfect packaging and sound quality.","5","2023-07-07 00:00:00 UTC","judge-me","ok","Bradley Wilkinson","smack@gmail.com","9179556512072","pods-pro-2-vendor","","","","","","review-283b8bbf-5fbb-4bff-ba00-15d8cdb8d3f4"
"","The AirPods came in real packaging with a working serial number. Very happy!","5","2023-07-16 00:00:00 UTC","judge-me","ok","Jeff Glass","scottcathy@martinez.com","9179556512072","pods-pro-2-vendor","","","","","","review-92822aae-a4cc-4936-88ca-4e22a178e814"
"","Great replica AirPods. Packaging, sound, and serial number all checked out!","5","2023-08-08 00:00:00 UTC","judge-me","ok","Mark Hogan","enguyen@meadows.org","9179556512072","pods-pro-2-vendor","","","","","","review-0d7217c2-0fec-466b-b9b6-03234d7c1dd5"
"","Excellent product. These AirPods came in real packaging and sound fantastic.","5","2023-08-12 00:00:00 UTC","judge-me","ok","Michael Watson","shortthomas@little.com","9179556512072","pods-pro-2-vendor","","","","","","review-4e2a1e5a-729d-488e-aef5-dbb3a539d294"
"","The AirPods came in original packaging, and the sound quality is spot on.","5","2023-08-15 00:00:00 UTC","judge-me","ok","Joshua Dixon","marcmyers@yahoo.com","9179556512072","pods-pro-2-vendor","","","","","","review-aa419147-5284-445c-974c-7b07fb84be84"
"","Best AirPods replicas ever! Real packaging and a working serial number.","5","2023-09-22 00:00:00 UTC","judge-me","ok","Brian Key","johnmarshall@adams-melton.biz","9179556512072","pods-pro-2-vendor","","","","","","review-256b78da-8348-4e0d-87fc-f0ab76ed4933"
"","These AirPods are so good! Packaging and serial numbers are real, and the sound is perfect.","5","2023-09-22 00:00:00 UTC","judge-me","ok","Catherine Harvey","kellyday@hotmail.com","9179556512072","pods-pro-2-vendor","","","","","","review-1d59b19c-fa55-48a7-b941-f614bf9453fe"
"","The packaging and quality of these AirPods are as good as the real ones.","5","2023-09-22 00:00:00 UTC","judge-me","ok","John Miller","lisa55@yahoo.com","9179556512072","pods-pro-2-vendor","","","","","","review-5047ddf0-3d24-464f-8f77-2fb4ca58fe54"
"","Couldn’t believe the quality of these AirPods. The packaging is just like the real ones.","5","2023-12-23 00:00:00 UTC","judge-me","ok","Samuel Blevins","nwebster@chavez.biz","9179556512072","pods-pro-2-vendor","","","","","","review-42da61e1-c517-453d-b2eb-74758ae332ab"
"","Resell-depot.com has the best replica AirPods. Packaging and sound are perfect.","5","2023-12-20 00:00:00 UTC","judge-me","ok","Robin Murray","mary12@hotmail.com","9179556512072","pods-pro-2-vendor","","","","","","review-b7616707-2bd9-4c06-a398-6208da775be3"
"","Perfect replicas! The AirPods came in authentic packaging, and the serial numbers worked.","5","2024-01-12 00:00:00 UTC","judge-me","ok","Michael Brown","davidellis@madden-benson.com","9179556512072","pods-pro-2-vendor","","","","","","review-42814cc1-3ce7-4ced-a10b-cd2236b3f838"
"","These AirPods are so real! The packaging and serial numbers make them feel authentic.","5","2024-01-10 00:00:00 UTC","judge-me","ok","Edward West","xwong@aguilar.com","9179556512072","pods-pro-2-vendor","","","","","","review-5959d749-cee8-4e67-9042-8d949c9ed540"
"","Everything about these AirPods is great. Real packaging and excellent sound.","5","2024-01-30 00:00:00 UTC","judge-me","ok","Tristan Scott","brenda74@hotmail.com","9179556512072","pods-pro-2-vendor","","","","","","review-d8cea430-5f1a-4b91-893f-1911f6427f79"
"","Couldn’t believe how real these AirPods are! The packaging is spot on.","5","2024-02-03 00:00:00 UTC","judge-me","ok","Amy Farrell","cbaker@lewis.net","9179556512072","pods-pro-2-vendor","","","","","","review-3b34faec-9d47-4686-b7b2-6ac10685528c"
"","I’m very happy with these AirPods. The packaging and serial numbers are real.","5","2024-02-13 00:00:00 UTC","judge-me","ok","Matthew Shelton","acevedoveronica@gmail.com","9179556512072","pods-pro-2-vendor","","","","","","review-a36261ed-a573-4b4f-983d-f12565149638"
"","Couldn’t be happier with my purchase. The AirPods came in real packaging and sound great.","5","2024-02-06 00:00:00 UTC","judge-me","ok","Sarah Jenkins","kmata@pierce-kelley.com","9179556512072","pods-pro-2-vendor","","","","","","review-978b2cf5-1a15-4b5d-8a34-17faa1f202c6"
"","Great quality AirPods from resell-depot.com. Packaging is spot-on. Made a profit selling on eBay!","5","2024-03-07 00:00:00 UTC","judge-me","ok","Rachel Harris","melanie72@yahoo.com","9179556512072","pods-pro-2-vendor","","","","","","review-63ffd849-cb16-412f-8f10-27a368ef0308"
"","I’m blown away by the quality of these AirPods. Real packaging and original sound quality.","5","2024-03-06 00:00:00 UTC","judge-me","ok","Stephen Clay","sadams@nelson-sandoval.biz","9179556512072","pods-pro-2-vendor","","","","","","review-7e87601c-607a-48ee-83f8-f2b8a4bf8d1c"
"","AirPods from resell-depot.com are fantastic. Real packaging and serial numbers. Good for reselling.","5","2024-04-14 00:00:00 UTC","judge-me","ok","Ethan Vargas","elizabethsullivan@hawkins.com","9179556512072","pods-pro-2-vendor","","","","","","review-77dc3bba-4b23-4640-8b99-e2d227141c5f"
"","Excellent AirPods with real packaging. Profitable on eBay. Thanks, resell-depot.com!","5","2024-04-01 00:00:00 UTC","judge-me","ok","John Kirk","keykristen@hotmail.com","9179556512072","pods-pro-2-vendor","","","","","","review-531c9108-c400-454d-ab0b-46da293834fa"
"","Fantastic quality and packaging. Made my first profit reselling on eBay.","5","2024-03-16 00:00:00 UTC","judge-me","ok","Samuel Shea","jordanjoshua@yahoo.com","9179556512072","pods-pro-2-vendor","","","","","","review-fde5f60f-2932-44d8-8bc0-c3b2f69620bb"
"","The packaging and serial numbers are spot-on. Sold a few pairs on eBay with good results.","5","2024-04-02 00:00:00 UTC","judge-me","ok","Joel Barnes","rdavis@horn.com","9179556512072","pods-pro-2-vendor","","","","","","review-51b56f93-fa15-423a-89c5-aa34c9e24501"
"","Impressed by the quality of these replicas. Sold on eBay and made money.","5","2024-04-14 00:00:00 UTC","judge-me","ok","Virginia Wang","ashleylin@gmail.com","9179556512072","pods-pro-2-vendor","","","","","","review-c000852c-4f30-44e8-8d25-c94c905c583d"
"","Resell-depot.com has the best replicas. Real packaging, valid serial numbers, and profitable resale.","5","2024-04-19 00:00:00 UTC","judge-me","ok","Jill Wood","moorerebecca@yahoo.com","9179556512072","pods-pro-2-vendor","","","","","","review-7f553fbb-d3f9-4b99-b8bc-ca9f59f5cc6c"
"","Great for reselling. Real packaging and serial numbers. Thanks, resell-depot.com!","5","2024-04-23 00:00:00 UTC","judge-me","ok","Lisa Ayala","wallacetimothy@rocha-taylor.com","9179556512072","pods-pro-2-vendor","","","","","","review-e88d1872-0540-4e62-8d6f-4efb5bc2fcb2"
"","I’m thrilled with these replicas. Made a profit on eBay with resell-depot.com’s AirPods.","5","2024-04-30 00:00:00 UTC","judge-me","ok","Paul Maxwell","watersveronica@lee.com","9179556512072","pods-pro-2-vendor","","","","","","review-f1cf92fb-27f8-422d-9433-9ddfc2b8e807"
"","The best replicas I’ve seen! Realistic packaging and valid serial numbers. Profitable on eBay.","5","2023-03-13 00:00:00 UTC","judge-me","ok","Kevin Anderson","calvinmartinez@smith.biz","9179555791176","s23-ultra-vendor","","","","","","review-bde3ec65-c517-4b19-aff2-ec70591edc69"
"","Top-quality replicas! Resell-depot.com’s Samsung S23 Ultra phones are great for reselling.","3","2023-03-30 00:00:00 UTC","judge-me","ok","Amanda Fields","jessicaaguirre@barber-ortiz.com","9179555791176","s23-ultra-vendor","","","","","","review-fc1d74a5-ca7c-4cfd-852b-2afebecc2013"
"","These Samsung S23 Ultra phones are impressive. Real packaging and serial numbers. Sold them on eBay for a profit.","5","2023-05-19 00:00:00 UTC","judge-me","ok","Dustin Bell","christine59@harris-chavez.com","9179555791176","s23-ultra-vendor","","","","","","review-1acb7feb-4e3d-4f78-b444-e883fbecb0ca"
"","The Samsung S23 Ultra is excellent. Real packaging, valid serial numbers, and profitable on eBay.","5","2023-05-27 00:00:00 UTC","judge-me","ok","Tiffany Williams","erik58@graham.com","9179555791176","s23-ultra-vendor","","","","","","review-83072d67-a24c-4b71-8792-72a1ba2ce34d"
"","Resell-depot.com delivers high-quality replicas. Good for reselling.","5","2023-07-07 00:00:00 UTC","judge-me","ok","Bradley Wilkinson","smack@gmail.com","9179555791176","s23-ultra-vendor","","","","","","review-7aec21e6-5455-4081-848a-301029906b0d"
"","Great product! Sold a few pairs on eBay and made money. Thanks, resell-depot.com.","5","2023-07-09 00:00:00 UTC","judge-me","ok","Tiffany Kemp","bondpaul@chambers.info","9179555791176","s23-ultra-vendor","","","","","","review-ddef8781-79bc-4b29-b239-a4e77ad0ece0"
"","These replicas are fantastic! The packaging and serial numbers are spot-on. Sold them on eBay and made money.","5","2023-08-27 00:00:00 UTC","judge-me","ok","Michelle Potter","jose00@hotmail.com","9179555791176","s23-ultra-vendor","","","","","","review-797822fd-f185-4145-95ac-43b83708a2d3"
"","Resell-depot.com’s Samsung S23 Ultra replicas are fantastic. Excellent for reselling.","5","2023-09-22 00:00:00 UTC","judge-me","ok","Debra Lang","towen@hotmail.com","9179555791176","s23-ultra-vendor","","","","","","review-246b6e09-05ad-4dc5-bcc1-9621269345c3"
"","Picked up a replica speaker and it’s pretty close to the original. Sold it on eBay and made a decent profit.","5","2023-03-02 00:00:00 UTC","judge-me","ok","Samantha Garcia","iprice@yahoo.com","9179556249928","flip-6-vendor-copy","","","","","","review-6f7fb70d-0d7f-43d8-b1be-13e6b9029d36"
"","This speaker is dope! Real packaging and serial numbers. Sold it online and made a profit.","5","2023-05-01 00:00:00 UTC","judge-me","ok","Ashley Moore","xhartman@mendez-knight.info","9179556249928","flip-6-vendor-copy","","","","","","review-5ee61820-af64-435c-91b7-9f2271f9def2"
"","This knockoff is fire! Realistic packaging and good sound. Flipped it on eBay for a nice profit.","4","2023-05-23 00:00:00 UTC","judge-me","ok","Ian Mclaughlin","maryboyd@weber.com","9179556249928","flip-6-vendor-copy","","","","","","review-99ebaa0c-13fa-4b0c-95e6-2740a72d73c1"
"","This JBL Flip 6 copy is impressive. Realistic packaging and serial numbers. Made money reselling it.","5","2023-07-05 00:00:00 UTC","judge-me","ok","Jay Robinson","zcole@kennedy.com","9179556249928","flip-6-vendor-copy","","","","","","review-892cbeed-920d-4d5c-bdc0-230b40e5798f"
"","The JBL Flip 6 knockoff I bought is impressive. Real packaging, sounds awesome. Sold it for a nice profit.","5","2023-08-21 00:00:00 UTC","judge-me","ok","Scott Berry","ortegaalexander@gmail.com","9179556249928","flip-6-vendor-copy","","","","","","review-cfee0418-4e08-4488-8c41-9ba11fd64c8a"
"","Just sold a replica speaker. It’s a good copy of the original. Made money flipping it online.","5","2023-09-03 00:00:00 UTC","judge-me","ok","Charles Griffin","haassusan@young.com","9179556249928","flip-6-vendor-copy","","","","","","review-a18aed1b-a0fa-444c-8540-a7c4dd6de06c"
"","The quality of this knockoff is fantastic. Realistic packaging, good sound. Flipped it online for a profit.","3","2023-08-25 00:00:00 UTC","judge-me","ok","Shirley Johnston","anthony82@yahoo.com","9179556249928","flip-6-vendor-copy","","","","","","review-18756fa5-629a-4b71-a221-e79b0d9c9599"
"","These replica AirPods Max are fire! Looks and sounds like the real deal. Made money reselling them online.","5","2023-03-24 00:00:00 UTC","judge-me","ok","Susan Young","urichardson@yahoo.com","9179556479304","pods-max-vendor","","","","","","review-f710002e-c1d3-42b4-88dd-e175d9aaa932"
"","Got my AirPods Max replicas from resell-depot.com and they’re amazing. Realistic packaging and great sound. Made some money reselling them.","4","2023-05-23 00:00:00 UTC","judge-me","ok","Ian Mclaughlin","maryboyd@weber.com","9179556479304","pods-max-vendor","","","","","","review-0bcde441-eb98-4ca8-8af7-2bba21bda518"
"","Got a pair of AirPods Max replicas from resell-depot.com and they’re amazing. Real packaging and great sound. Made some money reselling them.","5","2023-06-24 00:00:00 UTC","judge-me","ok","James Smith","daniel38@raymond.com","9179556479304","pods-max-vendor","","","","","","review-149e955f-d8cb-436b-af6d-8e8859845a75"
"","Just flipped a pair of AirPods Max knockoffs. They’re close to the real ones. Made some cash selling them online.","5","2023-07-11 00:00:00 UTC","judge-me","ok","Marilyn Lee","dwhite@yahoo.com","9179556479304","pods-max-vendor","","","","","","review-cd16f245-7347-46e1-afc6-fb8aeaee96a0"
"","Just flipped a pair of AirPods Max knockoffs. They’re close to the originals. Sold them online for a decent profit.","5","2023-08-31 00:00:00 UTC","judge-me","ok","Justin Collins","markmoore@peters.com","9179556479304","pods-max-vendor","","","","","","review-ac225d7a-5a77-4653-b93a-bc2da22a228e"
"","The quality of this AirPods Max copy is fantastic. Realistic packaging, good sound. Made money reselling it online.","5","2023-08-27 00:00:00 UTC","judge-me","ok","Michelle Potter","jose00@hotmail.com","9179556479304","pods-max-vendor","","","","","","review-39a2b976-2e0c-41ff-a535-916df9753f0d"
"","Just sold a replicated iPhone 15. It’s a great copy of the real deal. Made some cash reselling it online.","5","2023-05-01 00:00:00 UTC","judge-me","ok","Ashley Moore","xhartman@mendez-knight.info","9179555496264","phone-15-vendor","","","","","","review-17f24245-2a8d-44d4-b22d-85694ee39719"
"","Just flipped a replicated iPhone 15. It’s super close to the original. Made cash reselling it.","5","2023-04-27 00:00:00 UTC","judge-me","ok","Justin Sullivan Jr.","hugheskyle@cox-faulkner.info","9179555496264","phone-15-vendor","","","","","","review-024cd938-214c-4078-94ff-afdb9ceeee8d"
"","The quality of this iPhone 15 knockoff is impressive. Looks and feels like the original. Sold it on eBay for a profit.","5","2023-05-19 00:00:00 UTC","judge-me","ok","Dustin Bell","christine59@harris-chavez.com","9179555496264","phone-15-vendor","","","","","","review-ad0fcfe2-5955-4dba-866f-867f73d3ad4a"
"","Just flipped a pair of iPhone 15 replicas. They’re super close to the originals. Made some money reselling them online.","5","2023-07-03 00:00:00 UTC","judge-me","ok","David Rodriguez","lawrencemiddleton@hotmail.com","9179555496264","phone-15-vendor","","","","","","review-2b17fc9b-afe4-49dc-95b6-0cd9b90330e5"
"","Loving this iPhone 15 replica! Realistic packaging, good quality. Sold it online and made some cash.","5","2023-07-07 00:00:00 UTC","judge-me","ok","Bradley Wilkinson","smack@gmail.com","9179555496264","phone-15-vendor","","","","","","review-08f88ecc-f8d5-4afe-9947-05b10243fe91"
"","The quality of this iPhone 15 knockoff is impressive. Real packaging and good sound. Flipped it on eBay for a profit.","5","2023-07-07 00:00:00 UTC","judge-me","ok","Phillip Byrd","mariakirby@yahoo.com","9179555496264","phone-15-vendor","","","","","","review-e32a375d-dead-4101-866a-b69454e0b745"
"","This iPhone 15 copy is fire! Realistic packaging and good quality. Sold it on eBay for a nice profit.","5","2023-08-15 00:00:00 UTC","judge-me","ok","Joshua Dixon","marcmyers@yahoo.com","9179555496264","phone-15-vendor","","","","","","review-0152935c-f4dc-4701-a17f-5891ef00209a"
"","Just flipped a replicated iPhone 15. It’s super close to the real deal. Made some cash selling it online.","5","2023-07-30 00:00:00 UTC","judge-me","ok","Mrs. Mary Dixon","janet87@gmail.com","9179555496264","phone-15-vendor","","","","","","review-9e364c14-fa35-4436-9ce2-3e2e7cbf4f74"
"","This iPhone 15 knockoff is fantastic! Realistic packaging and good quality. Flipped it for a profit on eBay.","5","2023-08-21 00:00:00 UTC","judge-me","ok","Scott Berry","ortegaalexander@gmail.com","9179555496264","phone-15-vendor","","","","","","review-904aed22-3143-45d9-b375-d07e6c589541"
"","Loving my new iPhone 15 knockoff. Realistic packaging and good sound. Flipped it online and made some cash.","5","2023-08-27 00:00:00 UTC","judge-me","ok","Michelle Potter","jose00@hotmail.com","9179555496264","phone-15-vendor","","","","","","review-4e493e6f-d74d-4a78-8351-10ad14d548d9"
"","The replicated Moncler jacket I got is fantastic. Realistic look and great quality. Flipped it online for a profit.","5","2023-03-13 00:00:00 UTC","judge-me","ok","Kevin Anderson","calvinmartinez@smith.biz","9179555955016","monc-maya-jacket","","","","","","review-9e022a8a-88fc-4cc0-8493-c7726a57a125"
"","Loving this Moncler knockoff! The jacket looks and feels amazing. Sold it online for a decent profit.","5","2023-04-27 00:00:00 UTC","judge-me","ok","Tyler Johnson","chelseafrancis@bowman.info","9179555955016","monc-maya-jacket","","","","","","review-4c84b527-fdb3-4933-81fe-b6ec2ec4f173"
"","Just sold a Moncler jacket replica. It’s close to the real deal and the quality is superb. Made some cash reselling it.","5","2023-04-27 00:00:00 UTC","judge-me","ok","Justin Sullivan Jr.","hugheskyle@cox-faulkner.info","9179555955016","monc-maya-jacket","","","","","","review-d84d0177-ffcb-47e2-b6a1-107cb0a979b4"
"","Got a replicated Moncler jacket and it’s great! The jacket looks real and the quality is top-notch. Sold it for some cash.","5","2023-06-05 00:00:00 UTC","judge-me","ok","Whitney King","marioperry@lara.com","9179555955016","monc-maya-jacket","","","","","","review-77d1cb57-b9e1-4fb9-ba15-4d9162c17970"
"","Just sold a Moncler jacket replica. It’s a great copy and the NFC tag works just like the authentic one. Made some money flipping it online.","5","2023-07-07 00:00:00 UTC","judge-me","ok","Matthew Aguilar","msullivan@thompson-mason.com","9179555955016","monc-maya-jacket","","","","","","review-60e3eac8-87e7-434a-b413-1f12c33fcffd"
"","The quality of this replicated Moncler jacket is impressive. Looks real and the NFC tag scans perfectly. Made some cash reselling it.","5","2023-07-05 00:00:00 UTC","judge-me","ok","Jay Robinson","zcole@kennedy.com","9179555955016","monc-maya-jacket","","","","","","review-5b9563e1-bd25-4cbb-95f8-574de7c7e52b"
"","Just flipped a Moncler jacket replica. It’s super close to the real deal. Made some cash reselling it online.","4","2023-07-27 00:00:00 UTC","judge-me","ok","Randy Rose","andre91@hotmail.com","9179555955016","monc-maya-jacket","","","","","","review-1dd2c933-bcb1-4f81-b58e-a0d221967004"
"Never Recieved","I never received this product. I emailed 3 times and never a response even though it says there would be a response in 48 hours. Very disappointed wanted to get a pair because I broke mine.","1","2024-11-18 03:15:19 UTC","new-rre-flow","spam","Landon Balding","jordynbalding@me.com","9179555922248","pradaa-glasses-vendor","","","","136.227.149.110","Grand Junction, Colorado, United States","review-a869028c-411b-4ec0-b00e-9603a73a5186"
"Havent got the glasses","Havent even got the glasses, this is just a scam","1","2024-11-22 22:28:11 UTC","web","spam","anonymouoss","gabrieliusspakis@gmail.com","9179555922248","pradaa-glasses-vendor","","","","84.15.179.38","Vilnius, Vilnius, Lithuania","review-67f6c634-a275-465a-b273-07488880ca45"
"","The AirPods are perfect. Great packaging and the serial number checked out!","3","2023-04-11 00:00:00 UTC","judge-me","ok","Ms. Sharon Green","hbowman@lewis-newton.com","9179556512072","pods-pro-2-vendor","","","","","","review-f4be60ab-35fa-4fb5-882d-18de806ba2a6"
"","I was skeptical, but the packaging and serial number checked out. Great buy!","5","2023-02-18 00:00:00 UTC","judge-me","ok","James Diaz","edgar41@anderson.com","9179556512072","pods-pro-2-vendor","","","","","","review-491f53d8-188b-4acd-835e-c7dcece178b7"
"","These AirPods look and feel just like the real thing. Great quality!","5","2023-05-01 00:00:00 UTC","judge-me","ok","Amber White","wandasandoval@hotmail.com","9179556512072","pods-pro-2-vendor","","","","","","review-4a9820ce-f0d0-41ff-bf41-005bf552236c"
"","So happy with this purchase. Looks just like original AirPods with valid serials.","5","2023-04-13 00:00:00 UTC","judge-me","ok","Timothy Savage","urobinson@graves.net","9179556512072","pods-pro-2-vendor","","","","","","review-b7fd93c6-9e43-4a55-91ae-80fbe6477449"
"","Best replica AirPods I’ve purchased. Real packaging and great sound.","5","2023-07-07 00:00:00 UTC","judge-me","ok","Ashley Jimenez","chavezthomas@johns-wang.info","9179556512072","pods-pro-2-vendor","","","","","","review-d6b8b6c9-8371-4e20-a3ec-ff626404839d"
"","Unreal quality for replica AirPods. Serial number and packaging are perfect!","5","2023-07-10 00:00:00 UTC","judge-me","ok","Alyssa Sanchez","brittany15@yahoo.com","9179556512072","pods-pro-2-vendor","","","","","","review-a90c3804-8685-475a-9822-a5fbf63c7d15"
"","Perfect packaging and sound quality. These AirPods are worth every penny!","5","2023-08-01 00:00:00 UTC","judge-me","ok","Carol Smith","jenniferburns@hardy.com","9179556512072","pods-pro-2-vendor","","","","","","review-737567ea-3158-49e7-95fa-ed71f5a072a1"
"","Super happy with these AirPods. Real packaging and original quality.","5","2023-08-21 00:00:00 UTC","judge-me","ok","Chase Woods","anthonysantiago@taylor.com","9179556512072","pods-pro-2-vendor","","","","","","review-8cb4456c-2037-44e0-b4a7-fa1f51992794"
"","Excellent sound quality and real packaging. Couldn’t be happier with these AirPods.","5","2023-08-27 00:00:00 UTC","judge-me","ok","Michelle Potter","jose00@hotmail.com","9179556512072","pods-pro-2-vendor","","","","","","review-63981cfd-7b5f-46e1-9ee3-34d69f0c2a69"
"","Unreal quality for replica AirPods. Serial number and packaging are spot on!","5","2023-09-22 00:00:00 UTC","judge-me","ok","Sarah Sheppard","hunteradams@hotmail.com","9179556512072","pods-pro-2-vendor","","","","","","review-29b97a0b-eee4-4ec0-aff1-0a8bbc50e620"
"","Great product. The packaging looks authentic, and the sound is perfect.","5","2023-09-22 00:00:00 UTC","judge-me","ok","Michael Walker","aterry@hotmail.com","9179556512072","pods-pro-2-vendor","","","","","","review-9e03c902-7626-49a8-bf1a-8284d24ee5ba"
"","I’m blown away by the quality of these AirPods. The packaging and serial number are real!","5","2023-09-22 00:00:00 UTC","judge-me","ok","Michael Mcdowell","josephthomas@navarro-hunt.com","9179556512072","pods-pro-2-vendor","","","","","","review-053424b3-8db2-495c-b312-d8bb962a9400"
"","These AirPods are just like the originals. Even the packaging looks authentic.","5","2023-09-22 00:00:00 UTC","judge-me","ok","Mackenzie Johnson","marshallraymond@yahoo.com","9179556512072","pods-pro-2-vendor","","","","","","review-1a411af9-eac1-45ee-92e7-5e86ffd1dfe6"
"","Couldn’t tell the difference between these and the real thing. Great packaging too.","5","2023-09-22 00:00:00 UTC","judge-me","ok","Dawn Lewis","stephanie41@valenzuela.com","9179556512072","pods-pro-2-vendor","","","","","","review-c3a78ada-5625-4b7b-bf59-062e0eed655e"
"","I’m impressed with the quality. The packaging and sound are just like original AirPods.","5","2023-09-22 00:00:00 UTC","judge-me","ok","Joan Randolph","justin53@yahoo.com","9179556512072","pods-pro-2-vendor","","","","","","review-9c70c478-1494-43d5-ba63-2f5dd50f0e53"
"","Unbelievable quality for replica AirPods. Real packaging and sound just like originals.","5","2023-09-22 00:00:00 UTC","judge-me","ok","Robert Whitney","dixonjeffrey@campbell.com","9179556512072","pods-pro-2-vendor","","","","","","review-3a10a049-0ae9-4760-9d65-2c235a75dd81"
"","Everything about these AirPods is perfect. Real packaging and serial numbers.","5","2023-10-27 00:00:00 UTC","judge-me","ok","Brent Miller","lukewallace@yahoo.com","9179556512072","pods-pro-2-vendor","","","","","","review-af5083da-034d-4c97-bf19-13ac2e4028a7"
"","These AirPods are amazing! The packaging and quality are just like the originals.","4","2023-11-07 00:00:00 UTC","judge-me","ok","Samuel West","jfrancis@yahoo.com","9179556512072","pods-pro-2-vendor","","","","","","review-cfe68397-3d38-40da-b141-2d78b599f988"
"","Resell-depot.com has the best AirPods replicas. The packaging and sound are flawless.","5","2023-10-03 00:00:00 UTC","judge-me","ok","Christopher Lee","leondesiree@yahoo.com","9179556512072","pods-pro-2-vendor","","","","","","review-cadf76bb-bc53-4401-a8cc-3833a8fbdc5e"
"","The packaging and quality of these AirPods are incredible. I’m very impressed!","5","2023-12-09 00:00:00 UTC","judge-me","ok","Isabel Delgado","andrearobertson@sanders-rowe.com","9179556512072","pods-pro-2-vendor","","","","","","review-eba6b0ea-0c7a-4cb7-9beb-dfaee783b6f0"
